#19201-19500 Amani 19501-19800 Atal'ai 19801-20100 Razorbranch 20101-20400 Firetree  20401-20700 Mossflayer 20701-21000 Revantusk 21001-21300 Vilebrach 21301-21600 Shadowpine 21601-21900 Whitebark 21901-22200 Bloodscalp
#22201-22500 Darkspear 22501-22800 Gurubashi 22801-23100 Shatterspear 23101-23400 Drakkari 23401-23700 Frostmane 23701-24000 Sandfury 24001-24300 Smolderthorn 24301-24600 Shadowglen 24601-24900 Winterax 
#24901-25200 Winterfang 25201-25500 Shadowtooth 25501-25700 Zandalari 25701-26000 Zulian 26001-26300 Razzashi

#Dynasties 19001 - 19200 used for named troll characters


25109 = { name = "Afolabi" culture = winterfang }
25110 = { name = "Afua" culture = winterfang }
25111 = { name = "Akachi" culture = winterfang }
25112 = { name = "Akinyi" culture = winterfang }
25113 = { name = "Akua" culture = winterfang }
25114 = { name = "Baako" culture = winterfang }
25115 = { name = "Babajide" culture = winterfang }
25116 = { name = "Babak" culture = winterfang }
25117 = { name = "Babatunde" culture = winterfang }
25118 = { name = "Babette" culture = winterfang }
25119 = { name = "Chiamaka" culture = winterfang }
25120 = { name = "Chibuzo" culture = winterfang }
25121 = { name = "Chidike" culture = winterfang }
25122 = { name = "Cidubem" culture = winterfang }
25123 = { name = "Chike" culture = winterfang }
25124 = { name = "Chikelu" culture = winterfang }
25125 = { name = "Chikere" culture = winterfang }
25126 = { name = "Chipo" culture = winterfang }
25127 = { name = "Chuks" culture = winterfang }
25129 = { name = "Chukwuemeka" culture = winterfang }
25130 = { name = "Ekua" culture = winterfang }
25131 = { name = "Emeka" culture = winterfang }
25132 = { name = "Emem" culture = winterfang }
25133 = { name = "Faraji" culture = winterfang }
25134 = { name = "Femi" culture = winterfang }
25135 = { name = "Folami" culture = winterfang }
25136 = { name = "Fumnaya" culture = winterfang }
25137 = { name = "Furaha" culture = winterfang }
25138 = { name = "Ife" culture = winterfang }
25139 = { name = "Imamu" culture = winterfang }
25140 = { name = "Manslayer" culture = winterfang }
25141 = { name = "Imani" culture = winterfang }
25142 = { name = "Imari" culture = winterfang }
25143 = { name = "Jabari" culture = winterfang }
25144 = { name = "Jaheem" culture = winterfang }
25145 = { name = "Jaz" culture = winterfang }
25146 = { name = "Jelani" culture = winterfang }
25147 = { name = "Jojo" culture = winterfang }
25148 = { name = "Kanye" culture = winterfang }
25149 = { name = "Kenya" culture = winterfang }
25150 = { name = "Azikiwe" culture = winterfang }
25151 = { name = "Awolowo" culture = winterfang }
25152 = { name = "Bello" culture = winterfang }
25153 = { name = "Balewa" culture = winterfang }
25154 = { name = "Akintola" culture = winterfang }
25155 = { name = "Okotie-Eboh" culture = winterfang }
25156 = { name = "Nzeogwu" culture = winterfang }
25158 = { name = "Onwuatuegwu" culture = winterfang }
25159 = { name = "Okafor" culture = winterfang }
25160 = { name = "Okereke" culture = winterfang }
25161 = { name = "Okeke" culture = winterfang }
25162 = { name = "Okonkwo" culture = winterfang }
25163 = { name = "Okoye" culture = winterfang }
25164 = { name = "Okorie" culture = winterfang }
25165 = { name = "Obasanjo" culture = winterfang }
25166 = { name = "Babangida" culture = winterfang }
25167 = { name = "Buhari" culture = winterfang }
25168 = { name = "Dimka" culture = winterfang }
25169 = { name = "Diya" culture = winterfang }
25170 = { name = "Odili" culture = winterfang }
25171 = { name = "Ibori" culture = winterfang }
25172 = { name = "Igbinedion" culture = winterfang }
25173 = { name = "Alamiyeseigha" culture = winterfang }
25174 = { name = "Yar'adua" culture = winterfang }
25175 = { name = "Akpabio" culture = winterfang }
25176 = { name = "Attah" culture = winterfang }
25177 = { name = "Chukwumereije" culture = winterfang }
25178 = { name = "Akunyili" culture = winterfang }
25179 = { name = "Iweala" culture = winterfang }
25180 = { name = "Okonjo" culture = winterfang }
25181 = { name = "Ezekwesili" culture = winterfang }
25182 = { name = "Achebe" culture = winterfang }
25183 = { name = "Soyinka" culture = winterfang }
25184 = { name = "Solarin" culture = winterfang }
25185 = { name = "Gbadamosi" culture = winterfang }
25186 = { name = "Olanrewaju" culture = winterfang }
25187 = { name = "Magoro" culture = winterfang }
25188 = { name = "Madaki" culture = winterfang }
25189 = { name = "Jang" culture = winterfang }
25190 = { name = "Oyinlola" culture = winterfang }
25191 = { name = "Oyenusi" culture = winterfang }
25192 = { name = "Onejekwe" culture = winterfang }
25193 = { name = "Onwudine" culture = winterfang }
25194 = { name = "Jakande" culture = winterfang }
25195 = { name = "Kalejaiye" culture = winterfang }
25196 = { name = "Igwe" culture = winterfang }
25197 = { name = "Eze" culture = winterfang }
25198 = { name = "Obi" culture = winterfang }
25199 = { name = "Ngige" culture = winterfang }
25200 = { name = "Uba" culture = winterfang }



25201 = { name = "Armorai" culture = shadowtooth }
25202 = { name = "Pogine" culture = shadowtooth }
25203 = { name = "Talaniji" culture = shadowtooth }
25204 = { name = "Ilatike" culture = shadowtooth }
25205 = { name = "Nagetza" culture = shadowtooth }
25206 = { name = "Vetla" culture = shadowtooth }
25207 = { name = "Tajani" culture = shadowtooth }
25208 = { name = "Tregweni" culture = shadowtooth }
25209 = { name = "Valakidu" culture = shadowtooth }
25210 = { name = "Zebuwa" culture = shadowtooth }
25211 = { name = "Armani" culture = shadowtooth }
25212 = { name = "Berwandi" culture = shadowtooth }
25213 = { name = "Huntani" culture = shadowtooth }
25214 = { name = "Kontala" culture = shadowtooth }
25215 = { name = "Gyatsu" culture = shadowtooth }
25216 = { name = "Zuldani" culture = shadowtooth }
25217 = { name = "Makari" culture = shadowtooth }
25218 = { name = "Barraki" culture = shadowtooth }
25219 = { name = "Tsanami" culture = shadowtooth }
25220 = { name = "Bwotswani" culture = shadowtooth }
25221 = { name = "Mossami" culture = shadowtooth }
25222 = { name = "Mossa" culture = shadowtooth }
25223 = { name = "Nzala" culture = shadowtooth }
25224 = { name = "Mbakala" culture = shadowtooth }
25225 = { name = "Tzala" culture = shadowtooth }
25226 = { name = "Zora" culture = shadowtooth }
25227 = { name = "Bandbani" culture = shadowtooth }
25228 = { name = "Terojin" culture = shadowtooth }
25229 = { name = "Tonami" culture = shadowtooth }
25230 = { name = "Uchi'hala" culture = shadowtooth }
25231 = { name = "Ala'tor" culture = shadowtooth }
25232 = { name = "Sala'jin" culture = shadowtooth }
25233 = { name = "Tol'gashi" culture = shadowtooth }
25234 = { name = "Val'jin" culture = shadowtooth }
25235 = { name = "Val'jala" culture = shadowtooth }
25236 = { name = "Val'daka" culture = shadowtooth }
25237 = { name = "Putikala" culture = shadowtooth }
25238 = { name = "Xuhala" culture = shadowtooth }
25239 = { name = "Xuhanaka" culture = shadowtooth }
25240 = { name = "Ostawa" culture = shadowtooth }
25241 = { name = "Ostawana" culture = shadowtooth }
25242 = { name = "Ostmawi" culture = shadowtooth }
25243 = { name = "Dkana" culture = shadowtooth }
25244 = { name = "Arakana" culture = shadowtooth }
25245 = { name = "Garakana" culture = shadowtooth }
25246 = { name = "Grakhana" culture = shadowtooth }
25247 = { name = "Makarena" culture = shadowtooth }
25248 = { name = "Malakara" culture = shadowtooth }
25249 = { name = "Tonamala" culture = shadowtooth }
25250 = { name = "Bwotsugala" culture = shadowtooth }
25251 = { name = "Motani" culture = shadowtooth }
25252 = { name = "Motami" culture = shadowtooth }
25253 = { name = "Nasrani" culture = shadowtooth }
25254 = { name = "Dkala" culture = shadowtooth }
25255 = { name = "Ukhala" culture = shadowtooth }
25256 = { name = "Ughandi" culture = shadowtooth }
25257 = { name = "Maldambi" culture = shadowtooth }
25258 = { name = "Maldonambi" culture = shadowtooth }
25259 = { name = "Kuretaka" culture = shadowtooth }
25260 = { name = "Hala" culture = shadowtooth }
25261 = { name = "Velkahala" culture = shadowtooth }
25262 = { name = "Malahala" culture = shadowtooth }
25263 = { name = "Zambala" culture = shadowtooth }
25264 = { name = "Foreva" culture = shadowtooth }
25265 = { name = "T'chkani" culture = shadowtooth }
25266 = { name = "T'pkala" culture = shadowtooth }
25267 = { name = "Zalajin" culture = shadowtooth }
25268 = { name = "Zalan'jin" culture = shadowtooth }
25269 = { name = "Zemba" culture = shadowtooth }
25270 = { name = "Zebala" culture = shadowtooth }
25271 = { name = "Zebawala" culture = shadowtooth }
25272 = { name = "Zekonjin" culture = shadowtooth }
25273 = { name = "Zantala" culture = shadowtooth }
25274 = { name = "Zurawana" culture = shadowtooth }
25275 = { name = "Zalewana" culture = shadowtooth }
25276 = { name = "Zakarawana" culture = shadowtooth }
25277 = { name = "Mbuka" culture = shadowtooth }
25278 = { name = "Ntuka" culture = shadowtooth }
25279 = { name = "Tskala" culture = shadowtooth }
25280 = { name = "Tiskala" culture = shadowtooth }
25281 = { name = "Walazamin" culture = shadowtooth }
25282 = { name = "Warazana" culture = shadowtooth }
25283 = { name = "Kazarjin" culture = shadowtooth }
25284 = { name = "Alkahalu" culture = shadowtooth }
25285 = { name = "Wzala" culture = shadowtooth }
25286 = { name = "Ktalu" culture = shadowtooth }
25287 = { name = "Wtalu" culture = shadowtooth }
25288 = { name = "Zebudalu" culture = shadowtooth }
25289 = { name = "Anadalu" culture = shadowtooth }
25290 = { name = "Dakari" culture = shadowtooth }
25291 = { name = "Kahirari" culture = shadowtooth }
25292 = { name = "Xuljin" culture = shadowtooth }
25293 = { name = "Xuhana" culture = shadowtooth }
25294 = { name = "Mbekala" culture = shadowtooth }
25295 = { name = "Terokala" culture = shadowtooth }
25296 = { name = "Wandalu" culture = shadowtooth }
25297 = { name = "Pomeranu" culture = shadowtooth }
25298 = { name = "Nkali" culture = shadowtooth }
25299 = { name = "Zantalajin" culture = shadowtooth }
25300 = { name = "Zebrajin" culture = shadowtooth }
25301 = { name = "Al'jibo" culture = shadowtooth }
25302 = { name = "Arrowtusk" culture = shadowtooth }
25303 = { name = "Bag'go" culture = shadowtooth }
25304 = { name = "Bastoon" culture = shadowtooth }
25305 = { name = "Windswatcher" culture = shadowtooth }
25306 = { name = "Beastwalker" culture = shadowtooth }
25307 = { name = "Steadfast" culture = shadowtooth }
25308 = { name = "Blazeweaver" culture = shadowtooth }
25309 = { name = "Bloodfrenzy" culture = shadowtooth }
25310 = { name = "Bloodteeth" culture = shadowtooth }
25311 = { name = "Bloodtusk" culture = shadowtooth }
25312 = { name = "Brokenspear" culture = shadowtooth }
25313 = { name = "Darktusk" culture = shadowtooth }
25314 = { name = "Drakebane" culture = shadowtooth }
25315 = { name = "Flamecaller" culture = shadowtooth }
25316 = { name = "Flamekeeper" culture = shadowtooth }
25317 = { name = "Firetusk" culture = shadowtooth }
25318 = { name = "Firewarder" culture = shadowtooth }
25319 = { name = "Gadrin" culture = shadowtooth }
25320 = { name = "Golomojo" culture = shadowtooth }
25321 = { name = "Grimtusk" culture = shadowtooth }
25322 = { name = "Blood Drinker" culture = shadowtooth }
25323 = { name = "Bloodfury" culture = shadowtooth }
25324 = { name = "Bloodlord" culture = shadowtooth }
25325 = { name = "Bloodrager" culture = shadowtooth }
25326 = { name = "Bloodrider" culture = shadowtooth }
25327 = { name = "Headhunter" culture = shadowtooth }
25328 = { name = "Hexxer" culture = shadowtooth }
25329 = { name = "Headsplitter" culture = shadowtooth }
25330 = { name = "Gutwrench" culture = shadowtooth }
25331 = { name = "Shadowcaster" culture = shadowtooth }
25332 = { name = "Seadog" culture = shadowtooth }
25333 = { name = "Hexx" culture = shadowtooth }
25334 = { name = "Hexxen" culture = shadowtooth }
25335 = { name = "Mojo" culture = shadowtooth }
25336 = { name = "Ji'ro" culture = shadowtooth }
25337 = { name = "Soulripper" culture = shadowtooth }
25338 = { name = "Duskwhisperer" culture = shadowtooth }
25339 = { name = "Longeye" culture = shadowtooth }
25340 = { name = "Manslayer" culture = shadowtooth }
25341 = { name = "Mandoom" culture = shadowtooth }
25342 = { name = "Manbane" culture = shadowtooth }
25343 = { name = "Flame Eater" culture = shadowtooth }
25344 = { name = "Dismantler" culture = shadowtooth }
25345 = { name = "Mordune" culture = shadowtooth }
25346 = { name = "Mossmeld" culture = shadowtooth }
25347 = { name = "Nightfang" culture = shadowtooth }
25348 = { name = "Loa-singer" culture = shadowtooth }
25349 = { name = "Spotter" culture = shadowtooth }
25350 = { name = "Shakko" culture = shadowtooth }
25351 = { name = "Toxifier" culture = shadowtooth }
25352 = { name = "Steeltusk" culture = shadowtooth }
25353 = { name = "Stonetusk" culture = shadowtooth }
25354 = { name = "Stormweaver" culture = shadowtooth }
25355 = { name = "Lifegrower" culture = shadowtooth }
25356 = { name = "Starcaller" culture = shadowtooth }
25357 = { name = "Thornhide" culture = shadowtooth }
25358 = { name = "Ironshaper" culture = shadowtooth }
25359 = { name = "Patchmonger" culture = shadowtooth }
25360 = { name = "Thundercall" culture = shadowtooth }
25361 = { name = "Two-Tusk" culture = shadowtooth }
25362 = { name = "Elementalist" culture = shadowtooth }
25363 = { name = "Vandal" culture = shadowtooth }
25364 = { name = "Sadist" culture = shadowtooth }
25365 = { name = "Zurani" culture = shadowtooth }
25366 = { name = "Eaglebane" culture = shadowtooth }
25367 = { name = "Two-Toes" culture = shadowtooth }
25368 = { name = "Hideskinner" culture = shadowtooth }
25369 = { name = "Scalper" culture = shadowtooth }
25370 = { name = "Warpbranch" culture = shadowtooth }
25371 = { name = "Gutchewer" culture = shadowtooth }
25372 = { name = "Subduer" culture = shadowtooth }
25373 = { name = "Gulkan" culture = shadowtooth }
25374 = { name = "Skullcrusher" culture = shadowtooth }
25375 = { name = "Ramuk" culture = shadowtooth }
25376 = { name = "Soothsayer" culture = shadowtooth }
25377 = { name = "Berserker" culture = shadowtooth }
25378 = { name = "Springbringer" culture = shadowtooth }
25379 = { name = "Elvenbane" culture = shadowtooth }
25380 = { name = "Elfeater" culture = shadowtooth }
25381 = { name = "Thunala" culture = shadowtooth }
25382 = { name = "Mbeki" culture = shadowtooth }
25383 = { name = "T'kani" culture = shadowtooth }
25384 = { name = "Lurakana" culture = shadowtooth }
25385 = { name = "Asnali" culture = shadowtooth }
25386 = { name = "Tetuleme" culture = shadowtooth }
25387 = { name = "Ruksaki" culture = shadowtooth }
25388 = { name = "Fenri" culture = shadowtooth }
25389 = { name = "Ndeku" culture = shadowtooth }
25390 = { name = "I'neku" culture = shadowtooth }
25391 = { name = "Tawani" culture = shadowtooth }
25392 = { name = "Tarawi" culture = shadowtooth }
25393 = { name = "Tarawami" culture = shadowtooth }
25394 = { name = "Osnetala" culture = shadowtooth }
25395 = { name = "Tsungu" culture = shadowtooth }
25396 = { name = "Mbungu" culture = shadowtooth }
25397 = { name = "Dnungu" culture = shadowtooth }
25398 = { name = "Pnungu" culture = shadowtooth }
25399 = { name = "Kari" culture = shadowtooth }
25400 = { name = "Nosekari" culture = shadowtooth }
25401 = { name = "Ajanlekoko" culture = shadowtooth }
25402 = { name = "Ormiata" culture = shadowtooth }
25403 = { name = "Apeloko" culture = shadowtooth }
25404 = { name = "Abimbola" culture = shadowtooth }
25405 = { name = "Abioye" culture = shadowtooth }
25406 = { name = "Adebowale" culture = shadowtooth }
25407 = { name = "Adisa" culture = shadowtooth }
25408 = { name = "Afia" culture = shadowtooth }
25409 = { name = "Afolabi" culture = shadowtooth }
25410 = { name = "Afua" culture = shadowtooth }
25411 = { name = "Akachi" culture = shadowtooth }
25412 = { name = "Akinyi" culture = shadowtooth }
25413 = { name = "Akua" culture = shadowtooth }
25414 = { name = "Baako" culture = shadowtooth }
25415 = { name = "Babajide" culture = shadowtooth }
25416 = { name = "Babak" culture = shadowtooth }
25417 = { name = "Babatunde" culture = shadowtooth }
25418 = { name = "Babette" culture = shadowtooth }
25419 = { name = "Chiamaka" culture = shadowtooth }
25420 = { name = "Chibuzo" culture = shadowtooth }
25421 = { name = "Chidike" culture = shadowtooth }
25422 = { name = "Cidubem" culture = shadowtooth }
25423 = { name = "Chike" culture = shadowtooth }
25424 = { name = "Chikelu" culture = shadowtooth }
25425 = { name = "Chikere" culture = shadowtooth }
25426 = { name = "Chipo" culture = shadowtooth }
25427 = { name = "Chuks" culture = shadowtooth }
25429 = { name = "Chukwuemeka" culture = shadowtooth }
25430 = { name = "Ekua" culture = shadowtooth }
25431 = { name = "Emeka" culture = shadowtooth }
25432 = { name = "Emem" culture = shadowtooth }
25433 = { name = "Faraji" culture = shadowtooth }
25434 = { name = "Femi" culture = shadowtooth }
25435 = { name = "Folami" culture = shadowtooth }
25436 = { name = "Fumnaya" culture = shadowtooth }
25437 = { name = "Furaha" culture = shadowtooth }
25438 = { name = "Ife" culture = shadowtooth }
25439 = { name = "Imamu" culture = shadowtooth }
25440 = { name = "Manslayer" culture = shadowtooth }
25441 = { name = "Imani" culture = shadowtooth }
25442 = { name = "Imari" culture = shadowtooth }
25443 = { name = "Jabari" culture = shadowtooth }
25444 = { name = "Jaheem" culture = shadowtooth }
25445 = { name = "Jaz" culture = shadowtooth }
25446 = { name = "Jelani" culture = shadowtooth }
25447 = { name = "Jojo" culture = shadowtooth }
25448 = { name = "Kanye" culture = shadowtooth }
25449 = { name = "Kenya" culture = shadowtooth }
25450 = { name = "Azikiwe" culture = shadowtooth }
25451 = { name = "Awolowo" culture = shadowtooth }
25452 = { name = "Bello" culture = shadowtooth }
25453 = { name = "Balewa" culture = shadowtooth }
25454 = { name = "Akintola" culture = shadowtooth }
25455 = { name = "Okotie-Eboh" culture = shadowtooth }
25456 = { name = "Nzeogwu" culture = shadowtooth }
25458 = { name = "Onwuatuegwu" culture = shadowtooth }
25459 = { name = "Okafor" culture = shadowtooth }
25460 = { name = "Okereke" culture = shadowtooth }
25461 = { name = "Okeke" culture = shadowtooth }
25462 = { name = "Okonkwo" culture = shadowtooth }
25463 = { name = "Okoye" culture = shadowtooth }
25464 = { name = "Okorie" culture = shadowtooth }
25465 = { name = "Obasanjo" culture = shadowtooth }
25466 = { name = "Babangida" culture = shadowtooth }
25467 = { name = "Buhari" culture = shadowtooth }
25468 = { name = "Dimka" culture = shadowtooth }
25469 = { name = "Diya" culture = shadowtooth }
25470 = { name = "Odili" culture = shadowtooth }
25471 = { name = "Ibori" culture = shadowtooth }
25472 = { name = "Igbinedion" culture = shadowtooth }
25473 = { name = "Alamiyeseigha" culture = shadowtooth }
25474 = { name = "Yar'adua" culture = shadowtooth }
25475 = { name = "Akpabio" culture = shadowtooth }
25476 = { name = "Attah" culture = shadowtooth }
25477 = { name = "Chukwumereije" culture = shadowtooth }
25478 = { name = "Akunyili" culture = shadowtooth }
25479 = { name = "Iweala" culture = shadowtooth }
25480 = { name = "Okonjo" culture = shadowtooth }
25481 = { name = "Ezekwesili" culture = shadowtooth }
25482 = { name = "Achebe" culture = shadowtooth }
25483 = { name = "Soyinka" culture = shadowtooth }
25484 = { name = "Solarin" culture = shadowtooth }
25485 = { name = "Gbadamosi" culture = shadowtooth }
25486 = { name = "Olanrewaju" culture = shadowtooth }
25487 = { name = "Magoro" culture = shadowtooth }
25488 = { name = "Madaki" culture = shadowtooth }
25489 = { name = "Jang" culture = shadowtooth }
25490 = { name = "Oyinlola" culture = shadowtooth }
25491 = { name = "Oyenusi" culture = shadowtooth }
25492 = { name = "Onejekwe" culture = shadowtooth }
25493 = { name = "Onwudine" culture = shadowtooth }
25494 = { name = "Jakande" culture = shadowtooth }
25495 = { name = "Kalejaiye" culture = shadowtooth }
25496 = { name = "Igwe" culture = shadowtooth }
25497 = { name = "Eze" culture = shadowtooth }
25498 = { name = "Obi" culture = shadowtooth }
25499 = { name = "Ngige" culture = shadowtooth }
25500 = { name = "Uba" culture = shadowtooth }



25501 = { name = "Armora" culture = zandalari }
25502 = { name = "Pogeyatl" culture = zandalari }
25503 = { name = "Talanxi" culture = zandalari }
25504 = { name = "Ilxulliqtli" culture = zandalari }
25505 = { name = "Nagatl" culture = zandalari }
25506 = { name = "Vetl" culture = zandalari }
25507 = { name = "Taxulotl" culture = zandalari }
25508 = { name = "Trexotl" culture = zandalari }
25509 = { name = "Valakatl" culture = zandalari }
25510 = { name = "Qepuqtli" culture = zandalari }
25511 = { name = "Armanatl" culture = zandalari }
25512 = { name = "Peruatl" culture = zandalari }
25513 = { name = "Xuntuoqtli" culture = zandalari }
25514 = { name = "Xontaqli" culture = zandalari }
25515 = { name = "Qaxutl" culture = zandalari }
25516 = { name = "Qultli" culture = zandalari }
25517 = { name = "Maquiratl" culture = zandalari }
25518 = { name = "Baraqitl" culture = zandalari }
25519 = { name = "Xonamitli" culture = zandalari }
25520 = { name = "Botli" culture = zandalari }
25521 = { name = "Mostli" culture = zandalari }
25522 = { name = "Moxotl" culture = zandalari }
25523 = { name = "Nizahatl" culture = zandalari }
25524 = { name = "Mabaliqtli" culture = zandalari }
25525 = { name = "Tiqal" culture = zandalari }
25526 = { name = "Xoratl" culture = zandalari }
25527 = { name = "Zanaxatl" culture = zandalari }
25528 = { name = "Teroxitl" culture = zandalari }
25529 = { name = "Quinamitli" culture = zandalari }
25530 = { name = "Uchiqui" culture = zandalari }
25531 = { name = "Alator" culture = zandalari }
25532 = { name = "Laxitli" culture = zandalari }
25533 = { name = "Mixtl" culture = zandalari }
25534 = { name = "Tonachtl" culture = zandalari }
25535 = { name = "Kala" culture = zandalari }
25536 = { name = "Taratloqtoani" culture = zandalari }
25537 = { name = "Paraquitl" culture = zandalari }
25538 = { name = "Xotl" culture = zandalari }
25539 = { name = "Xotlotani" culture = zandalari }
25540 = { name = "Teotlani" culture = zandalari }
25541 = { name = "Taotlani" culture = zandalari }
25542 = { name = "Talotloani" culture = zandalari }
25543 = { name = "Tlaxqitl" culture = zandalari }
25544 = { name = "Taxkala" culture = zandalari }
25545 = { name = "Quoroaquitl" culture = zandalari }
25546 = { name = "Quetzal" culture = zandalari }
25547 = { name = "Quetzal'quitl" culture = zandalari }
25548 = { name = "Quetzal'xo" culture = zandalari }
25549 = { name = "Lakaxitl" culture = zandalari }
25550 = { name = "Makaxitl" culture = zandalari }
25551 = { name = "Motatl" culture = zandalari }
25552 = { name = "Motaquitl" culture = zandalari }
25553 = { name = "Natritl" culture = zandalari }
25554 = { name = "Tkatl" culture = zandalari }
25555 = { name = "Makatl" culture = zandalari }
25556 = { name = "Ukatl" culture = zandalari }
25557 = { name = "Vatli" culture = zandalari }
25558 = { name = "Tlatli" culture = zandalari }
25559 = { name = "Matli" culture = zandalari }
25560 = { name = "Qantli" culture = zandalari }
25561 = { name = "Lantli" culture = zandalari }
25562 = { name = "Lanqli" culture = zandalari }
25563 = { name = "Maraquitl" culture = zandalari }
25564 = { name = "Roxotl" culture = zandalari }
25565 = { name = "Xenotl" culture = zandalari }
25566 = { name = "Quinotl" culture = zandalari }
25567 = { name = "Zalaxutloani" culture = zandalari }
25568 = { name = "Zalatoani" culture = zandalari }
25569 = { name = "Xutloatani" culture = zandalari }
25570 = { name = "Tloxoani" culture = zandalari }
25571 = { name = "Tatlaquitl" culture = zandalari }
25572 = { name = "Mezoquitli" culture = zandalari }
25573 = { name = "Traxuloquitli" culture = zandalari }
25574 = { name = "Hexetloani" culture = zandalari }
25575 = { name = "Hexetloatl" culture = zandalari }
25576 = { name = "Hexutl" culture = zandalari }
25577 = { name = "Hex" culture = zandalari }
25578 = { name = "Nataqtotl" culture = zandalari }
25579 = { name = "Eztli" culture = zandalari }
25580 = { name = "Guatemoc" culture = zandalari }
25581 = { name = "Huitzilin" culture = zandalari }
25582 = { name = "Huixtocihuatl" culture = zandalari }
25583 = { name = "Acalan" culture = zandalari }
25584 = { name = "Acatl" culture = zandalari }
25585 = { name = "Ahuatzi" culture = zandalari }
25586 = { name = "Atlacoya" culture = zandalari }
25587 = { name = "Itzcoatl" culture = zandalari }
25588 = { name = "Nahuatl" culture = zandalari }
25589 = { name = "Nenetl" culture = zandalari }
25590 = { name = "Necahual" culture = zandalari }
25591 = { name = "Ocotlan" culture = zandalari }
25592 = { name = "Ohtli" culture = zandalari }
25593 = { name = "Patli" culture = zandalari }
25594 = { name = "Tenoch" culture = zandalari }
25595 = { name = "Tochtli" culture = zandalari }
25596 = { name = "Tototl" culture = zandalari }
25597 = { name = "Tupac" culture = zandalari }
25598 = { name = "Xihuitl" culture = zandalari }
25599 = { name = "Tetalcoatl" culture = zandalari }
25600 = { name = "Xocoatl" culture = zandalari }
25601 = { name = "Amoxtli" culture = zandalari }
25602 = { name = "Atl" culture = zandalari }
25603 = { name = "Anacaona" culture = zandalari }
25604 = { name = "Atlatonin" culture = zandalari }
25605 = { name = "Ce Acatl" culture = zandalari }
25606 = { name = "Ce Mazatl" culture = zandalari }
25607 = { name = "Chalchicuitl" culture = zandalari }
25608 = { name = "Chantico" culture = zandalari }
25609 = { name = "Chicahua" culture = zandalari }
25610 = { name = "Chimali" culture = zandalari }
25611 = { name = "Cihuaton" culture = zandalari }
25612 = { name = "Citlalic" culture = zandalari }
25613 = { name = "Coatlicue" culture = zandalari }
25614 = { name = "Coyotl" culture = zandalari }
25615 = { name = "Cuetzalli" culture = zandalari }
25616 = { name = "Qultli" culture = zandalari }
25617 = { name = "Ehecatl" culture = zandalari }
25618 = { name = "Eleuia" culture = zandalari }
25619 = { name = "Huehueteotl" culture = zandalari }
25620 = { name = "Huemac" culture = zandalari }
25621 = { name = "Huitzilopochtli" culture = zandalari }
25622 = { name = "Iccauhtli" culture = zandalari }
25623 = { name = "Ichtaca" culture = zandalari }
25624 = { name = "Ihuicatl" culture = zandalari }
25625 = { name = "Itotia" culture = zandalari }
25626 = { name = "Itzcali" culture = zandalari }
25627 = { name = "Itotia" culture = zandalari }
25628 = { name = "Itzli" culture = zandalari }
25629 = { name = "Itztli" culture = zandalari }
25630 = { name = "Itzpapalotl" culture = zandalari }
25631 = { name = "Macehualli" culture = zandalari }
25632 = { name = "Macuilxóchitl" culture = zandalari }
25633 = { name = "Manauia" culture = zandalari }
25634 = { name = "Matlal" culture = zandalari }
25635 = { name = "Matlalihuitl" culture = zandalari }
25636 = { name = "Mazatl" culture = zandalari }
25637 = { name = "Malinalxochitl" culture = zandalari }
25638 = { name = "Malina" culture = zandalari }
25639 = { name = "Mecatl" culture = zandalari }
25640 = { name = "Mecdonatl" culture = zandalari }
25641 = { name = "Meztli" culture = zandalari }
25642 = { name = "Mictlan" culture = zandalari }
25643 = { name = "Mictlantecuhtli" culture = zandalari }
25644 = { name = "Milintica" culture = zandalari }
25645 = { name = "Mixóatl" culture = zandalari }
25646 = { name = "Miyaoxochitl" culture = zandalari }
25647 = { name = "Moctezuma" culture = zandalari }
25648 = { name = "Mizquaxochitl" culture = zandalari }
25649 = { name = "Mozotli" culture = zandalari }
25650 = { name = "Moyeluhuani" culture = zandalari }
25651 = { name = "Namacuix" culture = zandalari }
25652 = { name = "Naui" culture = zandalari }
25653 = { name = "Xolotl" culture = zandalari }
25654 = { name = "Necalli" culture = zandalari }
25655 = { name = "Nelli" culture = zandalari }
25656 = { name = "Nezahualcoyotl" culture = zandalari }
25657 = { name = "Nezahualpilli" culture = zandalari }
25658 = { name = "Nochtli" culture = zandalari }
25659 = { name = "Ocelotl" culture = zandalari }
25660 = { name = "Ohitli" culture = zandalari }
25661 = { name = "Ollin" culture = zandalari }
25662 = { name = "Olin Tonatiuh" culture = zandalari }
25663 = { name = "Ometeotl" culture = zandalari }
25664 = { name = "Ome" culture = zandalari }
25665 = { name = "Pipiltin" culture = zandalari }
25666 = { name = "Pochtecatl" culture = zandalari }
25667 = { name = "Quauhtli" culture = zandalari }
25668 = { name = "Tenob" culture = zandalari }
25669 = { name = "Tecuhtli" culture = zandalari }
25670 = { name = "Toltecatl" culture = zandalari }
25671 = { name = "Teoxihuitl" culture = zandalari }
25672 = { name = "Tezco" culture = zandalari }
25673 = { name = "Tlacael" culture = zandalari }
25674 = { name = "Alcatel" culture = zandalari }
25675 = { name = "Tlaloc" culture = zandalari }
25676 = { name = "Laloc" culture = zandalari }
25677 = { name = "Tonatzin" culture = zandalari }
